,id,eventType,teamId,playerId,playerName,x,y,min,minAdded,isBlocked,isOnTarget,blockedX,blockedY,goalCrossedY,goalCrossedZ,expectedGoals,expectedGoalsOnTarget,shotType,situation,period,isOwnGoal,onGoalShot,isSavedOffLine,firstName,lastName,fullName,teamColor,league_name,league_season,shortName,isFromInsideBox
17,2634390483,AttemptSaved,9750,1072519,Ercan Kara,91.0,40.217380953,89,,True,True,94.0,38.536428573,33.161249999999995,1.2199999940000001,0.110224150121212,,LeftFoot,FastBreak,SecondHalf,False,"{'x': 1.2218915343915355, 'y': 0.32275132116402117, 'zoomRatio': 1}",False,Ercan,Kara,Ercan Kara,#DE0102,Super Lig,2023/2024,,
18,2634390491,AttemptSaved,9750,1072519,Ercan Kara,89.9,37.708,89,,True,True,98.7280701752,36.745000000000005,32.6275,1.2199999940000001,0.13558270037174225,,RightFoot,FastBreak,SecondHalf,False,"{'x': 1.3630952380952386, 'y': 0.32275132116402117, 'zoomRatio': 1}",False,Ercan,Kara,Ercan Kara,#DE0102,Super Lig,2023/2024,,
19,2634391209,Miss,9750,161665,Soner Aydogdu,81.1334951464,27.446428571,90,1.0,False,False,,,26.69,2.0483157794,0.09084513038396835,,LeftFoot,FreeKick,SecondHalf,False,"{'x': 2, 'y': 0.28020735696306426, 'zoomRatio': 0.5170998632010942}",False,Soner,Aydogdu,Soner Aydogdu,#DE0102,Super Lig,2023/2024,,
0,2634504985,Miss,6265,288520,Caner Osmanpasa,99.6896551728,30.304,13,,False,False,,,22.738089176099997,0.6228421022,0.1381337195634842,,Header,FromCorner,FirstHalf,False,"{'x': 2, 'y': 0.05530518860779877, 'zoomRatio': 0.33564463962705976}",False,Caner,Osmanpasa,Caner Osmanpasa,#9D0600,Super Lig,2023/2024,,
1,2634505175,AttemptSaved,10182,673749,Miguel Cardoso,92.6,41.7146875,16,,True,True,97.7631578942,37.78,33.00875,1.2199999940000001,0.07965728640556335,,RightFoot,RegularPlay,FirstHalf,False,"{'x': 1.26223544973545, 'y': 0.32275132116402117, 'zoomRatio': 1}",False,Miguel,Cardoso,Miguel Cardoso,#AE0E21,Super Lig,2023/2024,,
2,2634505979,Goal,10182,1330204,Arif Kocaman,6.1754385967,24.84,23,,False,True,,,30.797499999999996,0.8154736802,,,RightFoot,RegularPlay,FirstHalf,True,"{'x': 1.8472222222222223, 'y': 0.2157337778306878, 'zoomRatio': 1}",False,Arif,Kocaman,Arif Kocaman,#AE0E21,Super Lig,2023/2024,,
3,2634506231,AttemptSaved,10182,673749,Miguel Cardoso,80.68300970960001,42.581875,26,,True,True,84.1742718448,41.7146875,34.22875,1.2199999940000001,0.017375297844409943,,RightFoot,RegularPlay,FirstHalf,False,"{'x': 0.9394841269841275, 'y': 0.32275132116402117, 'zoomRatio': 1}",False,Miguel,Cardoso,Miguel Cardoso,#AE0E21,Super Lig,2023/2024,,
4,2634506387,AttemptSaved,10182,865151,Aylton Boa Morte,86.78235294080001,20.0756687927,27,,True,True,91.3,23.438726119099996,34.4575,1.2199999940000001,0.02535516954958439,,LeftFoot,RegularPlay,FirstHalf,False,"{'x': 0.8789682539682532, 'y': 0.32275132116402117, 'zoomRatio': 1}",False,Aylton Boa,Morte,Aylton Boa Morte,#AE0E21,Super Lig,2023/2024,,
5,2634506507,AttemptSaved,6265,452225,Charilaos Charisis,76.966504856,38.452380954,29,,False,True,101.3965517244,35.90625,32.0175,1.9519999904,0.017436781898140907,0.2592,RightFoot,SetPiece,FirstHalf,False,"{'x': 1.5244708994709, 'y': 0.5164021138624338, 'zoomRatio': 1}",False,Charilaos,Charisis,Charilaos Charisis,#9D0600,Super Lig,2023/2024,,
6,2634506729,Miss,6265,154486,Hakan Arslan,98.7280701752,37.94809524,30,,False,False,,,41.888125,4.7063448344,0.10927727818489075,,Header,FromCorner,FirstHalf,False,"{'x': 0, 'y': 0.5966366955898897, 'zoomRatio': 0.47920133111480856}",False,Hakan,Arslan,Hakan Arslan,#9D0600,Super Lig,2023/2024,,
7,2634507239,AttemptSaved,6265,163160,Bengali-Fode Koita,91.2,25.302500000000002,32,,True,True,93.0,26.2853125,35.3725,1.2199999940000001,0.03484823554754257,,LeftFoot,RegularPlay,FirstHalf,False,"{'x': 0.6369047619047613, 'y': 0.32275132116402117, 'zoomRatio': 1}",False,Bengali-Fode,Koita,Bengali-Fode Koita,#9D0600,Super Lig,2023/2024,,
